scope_percent,kmeans_inside_accuracys,kmeans_outside_accuracys,nn_ouside_accuracys,same_result_accuracys
0,,0.7591904425539756,,
1,0.8379204892966361,0.7583917602531488,0.7583917602531488,1.0
2,0.803680981595092,0.7582813626249647,0.7608511705161554,0.9973675138675608
3,0.7852760736196319,0.7583826742234746,0.7583826742234746,1.0
4,0.7851112816577129,0.7581099238594919,0.7581099238594919,1.0
5,0.7783916513198281,0.7581792318634424,0.7581792318634424,1.0
6,0.7790281329923273,0.757923283016402,0.757923283016402,1.0
7,0.7706140350877193,0.7583303061325584,0.7583303061325584,1.0
8,0.7701458173445894,0.7582373560340511,0.7582373560340511,1.0
9,0.7720914363698397,0.7579142760715492,0.7579142760715492,1.0
10,0.7721829904820386,0.7577463827463827,0.758053508053508,0.9996928746928747
11,0.7719787887245325,0.7576092207881842,0.7576092207881842,1.0
12,0.7709825997952917,0.7575821030956619,0.7575821030956619,1.0
13,0.766887104393009,0.758040032477848,0.7675009708052388,0.9896212094468175
14,0.7609649122807017,0.7589014678047212,0.7589014678047212,1.0
15,0.7600818833162744,0.7590330972683914,0.7590330972683914,1.0
16,0.7553252734599885,0.759926873857404,0.759926873857404,1.0
17,0.7516257225433526,0.7607400555041628,0.7607400555041628,1.0
18,0.7514500170590243,0.7608899209708229,0.7611895576613357,0.9997003633094872
19,0.7503232062055591,0.7612709968528419,0.7612709968528419,1.0
20,0.7500383847689237,0.7614788083538083,0.7614788083538083,1.0
21,0.7505483257786226,0.7614882202006065,0.7614882202006065,1.0
22,0.7498604131769961,0.7618222624719455,0.7618222624719455,1.0
23,0.7500667556742323,0.7619161581109649,0.763790834031351,0.9981253240796139
24,0.75,0.7620933521923621,0.7626591230551627,0.9994342291371995
25,0.7510133890185481,0.7619164619164619,0.7619164619164619,1.0
26,0.751742057399315,0.7618079189839794,0.7618079189839794,1.0
27,0.7509099181073703,0.7622533552105684,0.7622533552105684,1.0
28,0.7518096073700373,0.7620611696455232,0.7627010194940921,0.9993601501514311
29,0.7516941973739941,0.7622528874854003,0.7639832158152009,0.9982696716701994
30,0.7522776128569966,0.7621533871533872,0.7621533871533872,1.0
31,0.7521545319465082,0.7623519985756254,0.7623519985756254,1.0
32,0.7524229920353133,0.7623757904245709,0.7624209575429087,0.9999548328816622
33,0.7520938023450586,0.76268622507449,0.76268622507449,1.0
34,0.7516257225433526,0.7630880915817395,0.769091162920564,0.9939038577877053
35,0.7525664648591734,0.7627575127575128,0.7627575127575128,1.0
36,0.754158491853621,0.7620213072271811,0.7620213072271811,1.0
37,0.7537554983816084,0.7623829953198128,0.7623829953198128,1.0
38,0.7532729917569096,0.7628176549264378,0.7655421806112845,0.9972754743151533
39,0.7532283464566929,0.7630028699461255,0.7630028699461255,1.0
40,0.7532437619961613,0.7631552006552007,0.7631552006552007,1.0
41,0.7532020073402741,0.7633524206142634,0.7633524206142634,1.0
42,0.7527966659355122,0.763821224316882,0.763821224316882,1.0
43,0.7531781174117983,0.7637264938843688,0.7644808448731074,0.9992456490112613
44,0.753140703517588,0.7639444962430757,0.7660834750178248,0.9978610212252509
45,0.7533610864669351,0.7639602412329685,0.7643511279874916,0.9996091132454769
46,0.7534548367714801,0.7640768968262996,0.7674894778750996,0.9965874189512001
47,0.7526951976478276,0.7649513212795549,0.7649513212795549,1.0
48,0.752847088931542,0.7650463646565472,0.7678223377237021,0.9972240269328451
49,0.7521935322135873,0.7659138813610359,0.7659138813610359,1.0
50,0.7512437810945274,0.7671375921375921,0.7671375921375921,1.0
51,0.7499849461070632,0.7687727215745268,0.7688980819857089,0.9998746395888178
52,0.7503100454733361,0.7688123880214999,0.7688123880214999,1.0
53,0.7506084134893962,0.768868849245246,0.768868849245246,1.0
54,0.7512511373976342,0.7685117179675502,0.7685117179675502,1.0
55,0.7508096035734226,0.7694355334106887,0.7694355334106887,1.0
56,0.7510282423910063,0.7695797850062823,0.7701382102471032,0.9994415747591792
57,0.7507677388071763,0.7703571428571429,0.7703571428571429,1.0
58,0.7503971195594621,0.7713345521023766,0.7713345521023766,1.0
59,0.7509369144284822,0.7710689939321298,0.7710689939321298,1.0
60,0.7516122428088853,0.7705597788527989,0.774475927205713,0.9960838516470859
61,0.7524543120374566,0.7697275161442747,0.7697275161442747,1.0
62,0.7524394472237357,0.7702069188490139,0.7702069188490139,1.0
63,0.7526567222384712,0.7703162613098696,0.7769569187349548,0.9931933261392878
64,0.7532629558541267,0.7697295452606433,0.7697295452606433,1.0
65,0.7536615326466976,0.769460289600702,0.7849934181658622,0.9841158402808249
66,0.7543157600856172,0.7686540198735321,0.7686540198735321,1.0
67,0.7546867121969106,0.7683358153387937,0.7683358153387937,1.0
68,0.7544485592990696,0.7692676840387753,0.7692676840387753,1.0
69,0.7542282357130141,0.77023679778064,0.77023679778064,1.0
70,0.7540142142669124,0.7712706050988021,0.7712706050988021,1.0
71,0.7545309053159739,0.7705994492692226,0.7705994492692226,1.0
72,0.7548304542546385,0.7704036858271172,0.7704036858271172,1.0
73,0.7548693786546632,0.7708759954493742,0.7708759954493742,1.0
74,0.7553120849933599,0.7702303603071471,0.7702303603071471,1.0
75,0.7559577430185898,0.7688905270917803,0.7688905270917803,1.0
76,0.755889602780135,0.7696442283081648,0.7696442283081648,1.0
77,0.7566306385354764,0.7677617521367521,0.7677617521367521,1.0
78,0.7569983070199614,0.7669645350460765,0.786931024853393,0.9797542585869868
79,0.7577748406157674,0.7645166008483253,0.7645166008483253,1.0
80,0.7583109404990404,0.762709261250192,0.7728459530026109,0.9895561357702349
81,0.758521327014218,0.7620433236340123,0.7620433236340123,1.0
82,0.758585820755777,0.7619453924914675,0.7619453924914675,1.0
83,0.7589077589077589,0.7605710155402964,0.7605710155402964,1.0
84,0.7599078677976017,0.7554233058168555,0.7558072566711461,0.9996160491457093
85,0.7596647156586459,0.7565021503174278,0.7565021503174278,1.0
86,0.7601685533692819,0.7531812198332603,0.7531812198332603,1.0
87,0.7602809841505171,0.751890359168242,0.751890359168242,1.0
88,0.7601814692025824,0.7519201228878648,0.7519201228878648,1.0
89,0.7606280193236715,0.7475565484501536,0.748115051661547,0.9994414967886065
90,0.7607657135057667,0.7450076804915514,0.7450076804915514,1.0
91,0.7607653887688985,0.7432570843291225,0.7432570843291225,1.0
92,0.760256367460026,0.7469278033794163,0.7488479262672811,0.9980798771121352
93,0.7601624673909454,0.746268656716418,0.746268656716418,1.0
94,0.7600953998954522,0.7450076804915514,0.7450076804915514,1.0
95,0.7601021529708412,0.7418561770129072,0.7418561770129072,1.0
96,0.7599488163787588,0.740968485780169,0.740968485780169,1.0
97,0.7601709672312806,0.7274590163934426,0.7274590163934426,1.0
98,0.760051392936605,0.7169230769230769,0.7169230769230769,1.0
99,0.7599888323613352,0.68,0.68,1.0
100,0.7591904425539756,,,
