scope_percent,kmeans_inside_accuracys,kmeans_outside_accuracys,nn_ouside_accuracys,same_result_accuracys
0,,0.8856447688564477,,
1,0.9193548387096774,0.8846941096201956,0.8496702297020696,0.9440527632476688
2,0.9151515151515152,0.8845270890725436,0.8367768595041323,0.9214876033057852
3,0.9134615384615384,0.8843032691861813,0.8485972640853234,0.959193137027591
4,0.9183673469387755,0.8837698783910196,0.8573433115060805,0.9639850327408793
5,0.9166666666666666,0.8835341365461847,0.8606189463737303,0.9487361209544058
6,0.918918918918919,0.8829990448901623,0.8822827125119389,0.9988061127029608
7,0.9253333333333333,0.88205499276411,0.8808490110950313,0.9983116256632899
8,0.9212410501193318,0.8820087762067285,0.8803022915650902,0.9968308142369576
9,0.9265658747300216,0.8809758501724988,0.8809758501724988,0.9965500246426812
10,0.9204771371769384,0.8812842210054753,0.880537580886013,0.998755599800896
11,0.9145454545454546,0.8816419038025686,0.8808864265927978,0.9987408713170486
12,0.9156829679595279,0.8811099796334012,0.8785641547861507,0.9964358452138493
13,0.9144634525660964,0.8808664259927798,0.8800928313563693,0.9961320268179474
14,0.9150805270863837,0.8804064616988014,0.8676393955184992,0.9851485148514851
15,0.9162087912087912,0.8797785394147113,0.8795148958607962,0.9981544951225942
16,0.9195849546044098,0.8786666666666667,0.8778666666666667,0.9986666666666667
17,0.9179926560587516,0.8785097192224622,0.8763498920086393,0.9962203023758099
18,0.9209302325581395,0.8773559136847856,0.8765364654465992,0.9959027588090685
19,0.915929203539823,0.8780757533867847,0.8747580868122754,0.9856234448437932
20,0.9172852598091198,0.8773057574063723,0.8767467859139184,0.9983230855226384
21,0.9127382146439318,0.8779795686719637,0.8759931895573212,0.9951759364358683
22,0.9107485604606526,0.8781258982466226,0.8766887036504742,0.9977004886461627
23,0.9100091827364555,0.877913752913753,0.8761655011655012,0.9982517482517482
24,0.9103815439219166,0.8774307601649971,0.8756629345904537,0.9964643488509134
25,0.9116638078902229,0.876602086438152,0.8751117734724292,0.9919523099850969
26,0.9104963384865744,0.8763669501822601,0.8754556500607533,0.9978736330498177
27,0.9102362204724409,0.87603814211012,0.8766533374346355,0.9950784374038757
28,0.9108231707317073,0.8753505765035837,0.8709878466812091,0.9894047990028046
29,0.9108327192336035,0.8748419721871049,0.872629582806574,0.9952591656131479
30,0.9112383679312813,0.8741997439180538,0.8738796414852753,0.9811139564660691
31,0.9109116022099447,0.8737390172469899,0.8698340383989587,0.9921900423039375
32,0.9107382550335571,0.8733091388980534,0.8706697459584296,0.9953810623556582
33,0.9099804305283757,0.8731593038821954,0.8718206157965194,0.998661311914324
34,0.9078864353312303,0.8736376021798365,0.8712534059945504,0.9921662125340599
35,0.9065765212046711,0.873876986869385,0.8680027643400138,0.9934346924671734
36,0.9061566049013747,0.8735955056179775,0.8714887640449438,0.9936797752808989
37,0.9047897196261683,0.8739765040939836,0.8725525097899608,0.9985760056959773
38,0.9051136363636364,0.8732343353857298,0.8319449474827961,0.9471206084751902
39,0.9046034387132557,0.8730684326710817,0.8712288447387785,0.9959529065489331
40,0.9044516829533116,0.8727136991414707,0.8712206047032475,0.9985069055617768
41,0.9035318924617818,0.8727134146341463,0.8723323170731707,0.9980945121951219
42,0.9035585353274884,0.8721920991479474,0.8702556158017041,0.9965143299767621
43,0.9033232628398792,0.8717948717948718,0.8650887573964497,0.9877712031558186
44,0.9034006899950715,0.8711878009630819,0.8695826645264848,0.9903691813804173
45,0.903957528957529,0.870151082074316,0.8689260922825643,0.9987750102082482
46,0.9036372224846481,0.8698003327787022,0.8698003327787022,0.9958402662229617
47,0.9034802784222737,0.8693998309382924,0.86770921386306,0.9966187658495351
48,0.9035925420645748,0.8686477174849268,0.8660637381567614,0.9956933677863911
49,0.9053571428571429,0.866286716352477,0.8658483121437965,0.9960543621218764
50,0.9060579455662863,0.8649130628622381,0.8644672313865359,0.9933125278644672
51,0.9046010975094977,0.8647769516728625,0.8610594795539034,0.9925650557620818
52,0.904524699045247,0.8641098484848485,0.8622159090909091,0.9943181818181818
53,0.9046454767726161,0.8630865989356555,0.861151427189163,0.9941944847605225
54,0.9040930979133226,0.8629866929521932,0.8624938393297191,0.9985214391325776
55,0.9037095501183899,0.8626069451434323,0.8616004026170105,0.9979869149471565
56,0.9042264443582784,0.8609680741503605,0.860453141091658,0.9933058702368692
57,0.9043080442241708,0.8598524762908325,0.8582718651211801,0.9973656480505796
58,0.903370786516854,0.8600756347920043,0.857914640734738,0.9956780118854673
59,0.9033923303834809,0.8590381426202321,0.8579325594250967,0.9966832504145937
60,0.9047272727272727,0.8560135516657256,0.8560135516657256,0.9920948616600791
61,0.9048467569493942,0.8542274052478134,0.8553935860058309,0.99533527696793
62,0.9045279045279045,0.8534688995215312,0.8522727272727273,0.9964114832535885
63,0.9047290300310666,0.8516009852216748,0.8509852216748769,0.9944581280788177
64,0.9045996592844975,0.8505674653215637,0.8480453972257251,0.9974779319041615
65,0.9039946290701578,0.8501945525291829,0.8521400778210116,0.9785992217898832
66,0.9041005291005291,0.8483633934535738,0.8470273881095525,0.9973279893119572
67,0.9040962288686606,0.8463667820069204,0.8429065743944637,0.9937716262975779
68,0.9050673508659397,0.84248039914469,0.84248039914469,0.9971489665003563
69,0.9050933248971844,0.8404411764705882,0.8397058823529412,0.9992647058823529
70,0.905371642723298,0.8377558756633814,0.8332069749810462,0.9939347990902199
71,0.9052890528905289,0.8353033884948778,0.8337273443656422,0.9968479117415288
72,0.9053398058252428,0.8326530612244898,0.8293877551020408,0.9951020408163266
73,0.9050613956274334,0.8307952622673435,0.8248730964467005,0.994077834179357
74,0.9050295857988165,0.8282208588957055,0.8255915863277826,0.9938650306748467
75,0.9047062262496346,0.8263636363636364,0.8209090909090909,0.9927272727272727
76,0.9049123814995691,0.8211538461538461,0.8163461538461538,0.9932692307692308
77,0.9051136363636364,0.8171828171828172,0.8151848151848152,0.9920079920079921
78,0.9058031959629941,0.810272536687631,0.8081761006289309,0.9958071278825996
79,0.905592469545958,0.8063806380638063,0.8063806380638063,0.9955995599559956
80,0.9051795012332146,0.8038990825688074,0.8073394495412844,0.9942660550458715
81,0.90472334682861,0.7990196078431373,0.7977941176470589,0.991421568627451
82,0.9042411309682582,0.7953367875647669,0.7979274611398963,0.9974093264248705
83,0.9034810126582279,0.7928669410150891,0.7928669410150891,0.9972565157750343
84,0.9020067761271827,0.793859649122807,0.7953216374269005,0.9956140350877193
85,0.9017534811758638,0.7884914463452566,0.7884914463452566,1.0
86,0.9014263881813551,0.7815126050420168,0.7815126050420168,0.9932773109243698
87,0.9009077155824509,0.7765765765765765,0.7801801801801802,0.9927927927927928
88,0.9001245330012453,0.7707509881422925,0.7747035573122529,0.9960474308300395
89,0.9002217294900222,0.7575757575757576,0.7619047619047619,0.9956709956709957
90,0.89990234375,0.7482352941176471,0.7458823529411764,0.9835294117647059
91,0.8984563434635794,0.744,0.744,1.0
92,0.8980663642874195,0.7289156626506024,0.7319277108433735,0.9969879518072289
93,0.8972602739726028,0.7142857142857143,0.7142857142857143,1.0
94,0.8956969130028064,0.710204081632653,0.7061224489795919,0.9959183673469387
95,0.8948587308939324,0.6896551724137931,0.6995073891625616,0.9901477832512315
96,0.8929635571854229,0.6835443037974683,0.6835443037974683,1.0
97,0.892069984094524,0.65,0.65,1.0
98,0.88996399639964,0.6363636363636364,0.6363636363636364,1.0
99,0.8880713489409141,0.5833333333333334,0.5833333333333334,1.0
100,0.8856447688564477,,,
