scope_percent,kmeans_inside_accuracys,kmeans_outside_accuracys,nn_ouside_accuracys,same_result_accuracys
13,0.5500878734622144,0.5457317073170732,0.5443458980044346,0.8802660753880266
14,0.5494327390599676,0.5457865168539325,0.5328651685393259,0.8415730337078652
15,0.5577507598784195,0.5441886899687411,0.5430520034100597,0.8536516055697642
16,0.5568345323741007,0.5442274554853532,0.5364732912119472,0.8388856978747846
17,0.55420054200542,0.5446350683338179,0.5370747310264612,0.8281477173596976
18,0.5551282051282052,0.5443037974683544,0.5378274948483956,0.8204297909920518
19,0.5540704738760632,0.5444245676803816,0.5322003577817531,0.836612999403697
20,0.5528455284552846,0.5446320868516284,0.531664656212304,0.8404704463208685
21,0.5560439560439561,0.5436179981634527,0.5286195286195287,0.8325681052953781
22,0.5580168776371308,0.5428925363889749,0.5360792815113038,0.8219262929699598
23,0.5551061678463094,0.5436010037641155,0.5316813048933501,0.8368883312421581
24,0.5526315789473685,0.5442716597905427,0.5395112662646778,0.8270390352269121
25,0.5502347417840375,0.5449871465295629,0.5327763496143959,0.8296915167095116
26,0.5481548154815482,0.545662100456621,0.5368558382257013,0.809849967384214
27,0.5472679965307893,0.5459656084656085,0.5390211640211641,0.8039021164021164
28,0.5510033444816054,0.5444481717544448,0.5424354243542435,0.8191881918819188
29,0.5544794188861986,0.5428863172226004,0.5292716133424098,0.8413886997957795
30,0.553125,0.5433206765619607,0.5415947531929582,0.8412150500517777
31,0.5564821834723275,0.5416375087473758,0.5472358292512246,0.9265220433869839
32,0.5572687224669604,0.5410301953818828,0.5271758436944938,0.8365896980461812
33,0.5574589578872234,0.5407060518731989,0.534942363112392,0.8159221902017291
34,0.5580110497237569,0.5401245877610846,0.5331623305240014,0.8182484426529865
35,0.5577181208053691,0.540007443245255,0.5258652772608857,0.8328991440267957
36,0.5555555555555556,0.5409897997733283,0.527767283717416,0.8341518700415564
37,0.5563335455124124,0.5402916346891788,0.5306983883346125,0.8115886415963162
38,0.5534280420012353,0.5418295543393276,0.5332290852228303,0.8068803752931978
39,0.5544135429262395,0.5410225921521997,0.5529131985731273,0.8676179151803408
40,0.5538461538461539,0.5412143144350623,0.5339766787293928,0.7880981101728991
41,0.5558112773302647,0.5395653956539566,0.5289052890528906,0.7921279212792128
42,0.5578002244668911,0.5377870563674322,0.5269311064718163,0.8133611691022965
43,0.557386051619989,0.5377758913412564,0.5280135823429541,0.8115449915110357
44,0.5619302949061662,0.5337370242214533,0.5220588235294118,0.7906574394463668
45,0.5616797900262467,0.5334507042253521,0.5255281690140845,0.8023767605633803
46,0.5625,0.5321348314606742,0.533932584269663,0.7757303370786517
47,0.5607429718875502,0.5331807780320366,0.525858123569794,0.7903890160183067
48,0.5620689655172414,0.5314392175128085,0.5472752678155566,0.8653935724266418
49,0.5610816030902945,0.5318138651471985,0.523741690408357,0.808641975308642
50,0.5611031859248692,0.5313404050144648,0.5221793635486982,0.8037608486017358
51,0.5609078276980083,0.5307234886025768,0.518830525272547,0.7913776015857285
52,0.5631818181818182,0.5275670207384927,0.5209914011127972,0.8072837632776935
53,0.5630026809651475,0.5270758122743683,0.518824136152656,0.8215575038679732
54,0.5654082528533801,0.5234333859926277,0.5260663507109005,0.8725645076355977
55,0.564974182444062,0.5229357798165137,0.5002698327037237,0.8213707501349163
56,0.5674418604651162,0.5187637969094923,0.5154525386313465,0.8228476821192053
57,0.5657949356579494,0.5197963800904978,0.5186651583710408,0.7596153846153846
58,0.5641339869281046,0.5211104684788895,0.5095430884904569,0.7888953152111047
59,0.5630016051364366,0.5216617210682493,0.5204747774480712,0.7685459940652819
60,0.5637583892617449,0.5194647201946472,0.5285888077858881,0.8661800486618005
61,0.5636645962732919,0.5184259837601499,0.5252966895690193,0.84946908182386
62,0.5626196859440827,0.5191570881226054,0.49361430395913153,0.8122605363984674
63,0.5626175253854833,0.5177865612648221,0.5144927536231884,0.7582345191040843
64,0.5637037037037037,0.5145565335138795,0.3676371022342586,0.5375761679079215
65,0.5618838992332968,0.5166898470097357,0.5041724617524339,0.8184979137691237
66,0.5625449317038103,0.513978494623656,0.5240143369175627,0.8745519713261649
67,0.5613290915517851,0.5148367952522255,0.5311572700296736,0.8642433234421365
68,0.5617154811715481,0.5126050420168067,0.4965622612681436,0.7669977081741788
69,0.5616626588801099,0.5110584518167457,0.5023696682464455,0.7527646129541864
70,0.5602307431286053,0.5130081300813009,0.49349593495934957,0.8138211382113821
71,0.5623537278502173,0.5059021922428331,0.521079258010118,0.842327150084317
72,0.5619644034278181,0.5048118985126859,0.5170603674540682,0.8433945756780402
73,0.563860903477413,0.49727272727272726,0.5009090909090909,0.72
74,0.5623597306829112,0.499054820415879,0.497164461247637,0.8166351606805293
75,0.561648177496038,0.49902152641878667,0.49510763209393344,0.7661448140900196
76,0.5608614232209738,0.4984583761562179,0.526207605344296,0.7852004110996916
77,0.5593952483801296,0.5010683760683761,0.5128205128205128,0.7863247863247863
78,0.558805606337599,0.5005586592178771,0.5407821229050279,0.8189944134078212
79,0.5578313253012048,0.5017502917152858,0.5227537922987164,0.8401400233372228
80,0.5562165377751338,0.505521472392638,0.5116564417177915,0.8564417177914111
81,0.5556207807455239,0.5051948051948052,0.5116883116883116,0.8350649350649351
82,0.5550724637681159,0.5048143053645117,0.5144429160935351,0.9009628610729024
83,0.5558419243986255,0.4978102189781022,0.47153284671532847,0.7401459854014598
84,0.5544554455445545,0.5015576323987538,0.5015576323987538,0.7975077881619937
85,0.5550266031923831,0.49504950495049505,0.4900990099009901,0.83003300330033
86,0.5546637143647938,0.4929078014184397,0.475177304964539,0.7606382978723404
87,0.5534007101884731,0.49612403100775193,0.49612403100775193,0.8895348837209303
88,0.5512958963282938,0.507399577167019,0.5179704016913319,0.8837209302325582
89,0.5508950040074806,0.5069124423963134,0.5345622119815668,0.8986175115207373
90,0.5509124570219519,0.5025252525252525,0.4823232323232323,0.8358585858585859
91,0.5516339869281046,0.48863636363636365,0.4914772727272727,0.8579545454545454
92,0.5501291989664082,0.498371335504886,0.498371335504886,0.7752442996742671
93,0.5491803278688525,0.5054945054945055,0.46886446886446886,0.7985347985347986
94,0.5491139240506329,0.4977973568281938,0.4933920704845815,0.8458149779735683
95,0.5499247365780231,0.4712041884816754,0.4973821989528796,0.8743455497382199
96,0.5482271262087776,0.4930555555555556,0.4791666666666667,0.8888888888888888
