scope_percent,kmeans_inside_accuracys,kmeans_outside_accuracys,nn_ouside_accuracys,same_result_accuracys
0,,0.8803149606299212,,
1,0.9743589743589743,0.8793423495094139,0.5719968178202068,0.6104481569875365
2,0.974025974025974,0.8783819983927136,0.7425663005625502,0.8090008036431824
3,0.9478260869565217,0.878213802435724,0.7225981055480379,0.7561569688768606
4,0.9415584415584416,0.8777352297592997,0.8339715536105032,0.8577680525164114
5,0.9479166666666666,0.8767274737423991,0.8540630182421227,0.9596462133775566
6,0.9565217391304348,0.8754189944134079,0.5611731843575419,0.5337988826815643
7,0.9550561797752809,0.8746824724809483,0.8323454699407282,0.9204064352243861
8,0.954248366013072,0.8738584474885844,0.4948630136986301,0.4571917808219178
9,0.9505813953488372,0.8733410271206001,0.5715522215810733,0.6105020196191575
10,0.9528795811518325,0.8722287047841307,0.8354725787631272,0.9294049008168028
11,0.9476190476190476,0.871976401179941,0.8132743362831858,0.8787610619469026
12,0.9498910675381264,0.8707848403461653,0.7857356013130409,0.8301999403163235
13,0.9475806451612904,0.8702474351237176,0.823777911888956,0.8859384429692215
14,0.9456928838951311,0.8696581196581197,0.5470085470085471,0.5149572649572649
15,0.9440559440559441,0.8690549722050649,0.8424953675108091,0.9468807906114886
16,0.939443535188216,0.8690215692403876,0.8424507658643327,0.9565489215379807
17,0.9414483821263482,0.8677633660234103,0.817462828218918,0.8838975007908889
18,0.9403202328966521,0.867114953570285,0.8363752801793147,0.9385206532180596
19,0.9433701657458563,0.8655217109526896,0.8353856124432922,0.9530136098509397
20,0.9423328964613368,0.8647850344601247,0.8352477847062685,0.9481457170987857
21,0.9438202247191011,0.8634097706879362,0.7600531738118976,0.8208707211698238
22,0.9427890345649583,0.8626725008414675,0.8145405587344329,0.9357118815213733
23,0.9407069555302167,0.8622570746675758,0.7725877940675077,0.8605523354926696
24,0.9377729257641921,0.8621285418106427,0.8227366966136835,0.9364201796821009
25,0.9359916054564533,0.8617430871543578,0.823941197059853,0.9383969198459923
26,0.9374369323915237,0.8602341255764455,0.7949627527492018,0.9134444838595247
27,0.9359223300970874,0.8597122302158273,0.818705035971223,0.9446043165467626
28,0.9363295880149812,0.8584974471188913,0.8099927060539752,0.9361779722830051
29,0.9349005424954792,0.8579881656804734,0.7995562130177515,0.9164201183431953
30,0.9344405594405595,0.8570892723180795,0.7996999249812453,0.9283570892723181
31,0.9332206255283179,0.8564902931100115,0.8237533307955843,0.9063570612866387
32,0.9336065573770492,0.8552123552123552,0.8401544401544402,0.9254826254826255
33,0.9340222575516693,0.8538401253918495,0.807601880877743,0.8934169278996865
34,0.933641975308642,0.8528241845664281,0.7561654733492442,0.8221957040572793
35,0.9348314606741573,0.850909090909091,0.8161616161616162,0.9313131313131313
36,0.9351784413692644,0.8494050061551087,0.8063192449733279,0.9125974558883874
37,0.9340892983699504,0.8486869528970404,0.7894956231763235,0.913297207169654
38,0.9337016574585635,0.8475867908552075,0.8103302286198137,0.9322607959356477
39,0.9354404841963685,0.8450279810589755,0.8092983211364615,0.8928110202324581
40,0.9344262295081968,0.8442013129102844,0.8153172866520788,0.9299781181619255
41,0.9309021113243762,0.8451268357810414,0.8019581664441477,0.9327992879394749
42,0.9300437226733291,0.8442734268899955,0.8039837030330467,0.9262109551833408
43,0.9304878048780488,0.8423963133640553,0.811520737327189,0.947926267281106
44,0.9302325581395349,0.8410689170182841,0.7749648382559775,0.9010782934833568
45,0.9306122448979591,0.8391408114558473,0.8114558472553699,0.9274463007159904
46,0.9298345693097547,0.8381137578998542,0.8031113271754983,0.9445794846864366
47,0.9291294642857143,0.8369672943508424,0.7874132804757186,0.910802775024777
